2018,Level 3,Other assets
2018,Level 3,Total equity and liabilities
2018,Level 3,Shareholders funds or owners equity
2018,Level 3,Current liabilities
2018,Level 3,Other liabilities
2018,Level 3,Total income per employee count
2018,Level 3,Surplus per employee count
2018,Level 3,Current ratio
2018,Level 3,Quick ratio
2018,Level 3,Return on equity
2018,Level 3,Return on total assets
2018,Level 3,Liabilities structure
2018,Level 4,Total income
2018,Level 4,"Sales, government funding, grants and subsidies"
2018,Level 4,"Interest, dividends and donations"
2018,Level 4,Non-operating income
2018,Level 4,Total expenditure
2018,Level 4,Interest and donations
2018,Level 4,Indirect taxes
2018,Level 4,Depreciation
2018,Level 4,Salaries and wages paid
2018,Level 4,Redundancy and severance
2018,Level 4,Purchases and other operating expenses
2018,Level 4,Non-operating expenses
2018,Level 4,Opening stocks
2018,Level 4,Closing stocks
2018,Level 4,Surplus before income tax
2018,Level 4,Total assets
2018,Level 4,Current assets
2018,Level 4,Fixed tangible assets
2018,Level 4,Other assets
2018,Level 4,Total equity and liabilities
2018,Level 4,Shareholders funds or owners equity
2018,Level 4,Current liabilities
2018,Level 4,Other liabilities
2018,Level 4,Total income per employee count
2018,Level 4,Surplus per employee count
2018,Level 4,Current ratio
2018,Level 4,Quick ratio
2018,Level 4,Return on equity
2018,Level 4,Return on total assets
2018,Level 4,Liabilities structure
2018,Level 3,Total income
2018,Level 3,"Sales, government funding, grants and subsidies"
2018,Level 3,"Interest, dividends and donations"
2018,Level 3,Non-operating income
2018,Level 3,Total expenditure
2018,Level 3,Interest and donations
2018,Level 3,Indirect taxes
2018,Level 3,Depreciation
2018,Level 3,Salaries and wages paid
2018,Level 3,Redundancy and severance
2018,Level 3,Purchases and other operating expenses
2018,Level 3,Non-operating expenses
2018,Level 3,Opening stocks
2018,Level 3,Closing stocks
2018,Level 3,Surplus before income tax
2018,Level 3,Total assets
2018,Level 3,Current assets
2018,Level 3,Fixed tangible assets
2018,Level 3,Other assets
2018,Level 3,Total equity and liabilities
2018,Level 3,Shareholders funds or owners equity
2018,Level 3,Current liabilities
2018,Level 3,Other liabilities
2018,Level 3,Total income per employee count
2018,Level 3,Surplus per employee count
2018,Level 3,Current ratio
2018,Level 3,Quick ratio
2018,Level 3,Return on equity
2018,Level 3,Return on total assets
2018,Level 3,Liabilities structure
2018,Level 4,Total income
2018,Level 4,"Sales, government funding, grants and subsidies"
2018,Level 4,"Interest, dividends and donations"
2018,Level 4,Non-operating income
2018,Level 4,Total expenditure
2018,Level 4,Interest and donations
2018,Level 4,Indirect taxes
2018,Level 4,Depreciation
2018,Level 4,Salaries and wages paid
2018,Level 4,Redundancy and severance
2018,Level 4,Purchases and other operating expenses
2018,Level 4,Non-operating expenses
2018,Level 4,Opening stocks
2018,Level 4,Closing stocks
2018,Level 4,Surplus before income tax
2018,Level 4,Total assets
2018,Level 4,Current assets
2018,Level 4,Fixed tangible assets
2018,Level 4,Other assets
2018,Level 4,Total equity and liabilities
2018,Level 4,Shareholders funds or owners equity
2018,Level 4,Current liabilities
2018,Level 4,Other liabilities
2018,Level 4,Total income per employee count
2018,Level 4,Surplus per employee count
2018,Level 4,Current ratio
2018,Level 4,Quick ratio
2018,Level 4,Return on equity
2018,Level 4,Return on total assets
2018,Level 4,Liabilities structure
2018,Level 3,Total income
2018,Level 3,"Sales, government funding, grants and subsidies"
2018,Level 3,"Interest, dividends and donations"
2018,Level 3,Non-operating income
2018,Level 3,Total expenditure
2018,Level 3,Interest and donations
2018,Level 3,Indirect taxes
2018,Level 3,Depreciation
2018,Level 3,Salaries and wages paid
2018,Level 3,Redundancy and severance
2018,Level 3,Purchases and other operating expenses
2018,Level 3,Non-operating expenses
2018,Level 3,Opening stocks
2018,Level 3,Closing stocks
2018,Level 3,Surplus before income tax
2018,Level 3,Total assets
2018,Level 3,Current assets
2018,Level 3,Fixed tangible assets
2018,Level 3,Other assets
2018,Level 3,Total equity and liabilities
2018,Level 3,Shareholders funds or owners equity
2018,Level 3,Current liabilities
2018,Level 3,Other liabilities
2018,Level 3,Total income per employee count
2018,Level 3,Surplus per employee count
2018,Level 3,Current ratio
2018,Level 3,Quick ratio
2018,Level 3,Return on equity
2018,Level 3,Return on total assets
2018,Level 3,Liabilities structure
2018,Level 4,Total income
2018,Level 4,"Sales, government funding, grants and subsidies"
2018,Level 4,"Interest, dividends and donations"
2018,Level 4,Non-operating income
2018,Level 4,Total expenditure
2018,Level 4,Interest and donations
2018,Level 4,Indirect taxes
2018,Level 4,Depreciation
2018,Level 4,Salaries and wages paid
2018,Level 4,Redundancy and severance
2018,Level 4,Purchases and other operating expenses
2018,Level 4,Non-operating expenses
2018,Level 4,Opening stocks
2018,Level 4,Closing stocks
2018,Level 4,Surplus before income tax
2018,Level 4,Total assets
2018,Level 4,Current assets
2018,Level 4,Fixed tangible assets
2018,Level 4,Other assets
2018,Level 4,Total equity and liabilities
2018,Level 4,Shareholders funds or owners equity
2018,Level 4,Current liabilities
2018,Level 4,Other liabilities
2018,Level 4,Total income per employee count
2018,Level 4,Surplus per employee count
2018,Level 4,Current ratio
2018,Level 4,Quick ratio
2018,Level 4,Return on equity
2018,Level 4,Return on total assets
2018,Level 4,Liabilities structure
2018,Level 3,Total income
2018,Level 3,"Sales, government funding, grants and subsidies"
2018,Level 3,"Interest, dividends and donations"
2018,Level 3,Non-operating income
2018,Level 3,Total expenditure
2018,Level 3,Interest and donations
2018,Level 3,Indirect taxes
2018,Level 3,Depreciation
2018,Level 3,Salaries and wages paid
2018,Level 3,Redundancy and severance
2018,Level 3,Purchases and other operating expenses
2018,Level 3,Non-operating expenses
2018,Level 3,Opening stocks
2018,Level 3,Closing stocks
2018,Level 3,Surplus before income tax
2018,Level 3,Total assets
2018,Level 3,Current assets
2018,Level 3,Fixed tangible assets
2018,Level 3,Other assets
2018,Level 3,Total equity and liabilities
2018,Level 3,Shareholders funds or owners equity
2018,Level 3,Current liabilities
2018,Level 3,Other liabilities
2018,Level 3,Total income per employee count
2018,Level 3,Surplus per employee count
2018,Level 3,Current ratio
2018,Level 3,Quick ratio
2018,Level 3,Return on equity
2018,Level 3,Return on total assets
2018,Level 3,Liabilities structure
2018,Level 4,Total income
2018,Level 4,"Sales, government funding, grants and subsidies"
2018,Level 4,"Interest, dividends and donations"
2018,Level 4,Non-operating income
2018,Level 4,Total expenditure
2018,Level 4,Interest and donations
2018,Level 4,Indirect taxes
2018,Level 4,Depreciation
2018,Level 4,Salaries and wages paid
2018,Level 4,Redundancy and severance
2018,Level 4,Purchases and other operating expenses
2018,Level 4,Non-operating expenses
2018,Level 4,Opening stocks
2018,Level 4,Closing stocks
2018,Level 4,Surplus before income tax
2018,Level 4,Total assets
2018,Level 4,Current assets
2018,Level 4,Fixed tangible assets
2018,Level 4,Other assets
2018,Level 4,Total equity and liabilities
2018,Level 4,Shareholders funds or owners equity
2018,Level 4,Current liabilities
2018,Level 4,Other liabilities
2018,Level 4,Total income per employee count
2018,Level 4,Surplus per employee count
2018,Level 4,Current ratio
2018,Level 4,Quick ratio
2018,Level 4,Return on equity
2018,Level 4,Return on total assets
2018,Level 4,Liabilities structure
2018,Level 3,Total income
2018,Level 3,Sales of goods and services
2018,Level 3,"Interest, dividends and donations"
2018,Level 3,"Government funding, grants and subsidies"
2018,Level 3,Non-operating income
2018,Level 3,Total expenditure
2018,Level 3,Interest and donations
2018,Level 3,Indirect taxes
2018,Level 3,Depreciation
2018,Level 3,Salaries and wages paid
2018,Level 3,Redundancy and severance
2018,Level 3,Purchases and other operating expenses
2018,Level 3,Non-operating expenses
2018,Level 3,Opening stocks
2018,Level 3,Closing stocks
2018,Level 3,Surplus before income tax
2018,Level 3,Total assets
2018,Level 3,Current assets
2018,Level 3,Fixed tangible assets
2018,Level 3,Other assets
2018,Level 3,Total equity and liabilities
2018,Level 3,Shareholders funds or owners equity
2018,Level 3,Current liabilities
2018,Level 3,Other liabilities
2018,Level 3,Total income per employee count
2018,Level 3,Surplus per employee count
2018,Level 3,Current ratio
2018,Level 3,Quick ratio
2018,Level 3,Return on equity
2018,Level 3,Return on total assets
2018,Level 3,Liabilities structure
2018,Level 4,Total income
2018,Level 4,Sales of goods and services
2018,Level 4,"Interest, dividends and donations"
2018,Level 4,"Government funding, grants and subsidies"
2018,Level 4,Non-operating income
2018,Level 4,Total expenditure
2018,Level 4,Interest and donations
2018,Level 4,Indirect taxes
2018,Level 4,Depreciation
2018,Level 4,Salaries and wages paid
2018,Level 4,Redundancy and severance
2018,Level 4,Purchases and other operating expenses
2018,Level 4,Non-operating expenses
2018,Level 4,Opening stocks
2018,Level 4,Closing stocks
2018,Level 4,Surplus before income tax
2018,Level 4,Total assets
2018,Level 4,Current assets
2018,Level 4,Fixed tangible assets
2018,Level 4,Other assets
2018,Level 4,Total equity and liabilities
2018,Level 4,Shareholders funds or owners equity
2018,Level 4,Current liabilities
2018,Level 4,Other liabilities
2018,Level 4,Total income per employee count
2018,Level 4,Surplus per employee count
2018,Level 4,Current ratio
2018,Level 4,Quick ratio
2018,Level 4,Return on equity
2018,Level 4,Return on total assets
2018,Level 4,Liabilities structure
2018,Level 3,Total income
2018,Level 3,"Sales, government funding, grants and subsidies"
2018,Level 3,"Interest, dividends and donations"
2018,Level 3,Non-operating income
2018,Level 3,Total expenditure
2018,Level 3,Interest and donations
2018,Level 3,Indirect taxes
2018,Level 3,Depreciation
2018,Level 3,Salaries and wages paid
2018,Level 3,Redundancy and severance
2018,Level 3,Purchases and other operating expenses
2018,Level 3,Non-operating expenses
2018,Level 3,Opening stocks
2018,Level 3,Closing stocks
2018,Level 3,Surplus before income tax
2018,Level 3,Total assets
2018,Level 3,Current assets
2018,Level 3,Fixed tangible assets
2018,Level 3,Other assets
2018,Level 3,Total equity and liabilities
2018,Level 3,Shareholders funds or owners equity
2018,Level 3,Current liabilities
2018,Level 3,Other liabilities
2018,Level 3,Total income per employee count
2018,Level 3,Surplus per employee count
2018,Level 3,Current ratio
2018,Level 3,Quick ratio
2018,Level 3,Return on equity
2018,Level 3,Return on total assets
2018,Level 3,Liabilities structure
2018,Level 3,Total income
2018,Level 3,Sales of goods and services
2018,Level 3,"Interest, dividends and donations"
2018,Level 3,"Government funding, grants and subsidies"
2018,Level 3,Non-operating income
2018,Level 3,Total expenditure
2018,Level 3,Interest and donations
2018,Level 3,Indirect taxes
2018,Level 3,Depreciation
2018,Level 3,Salaries and wages paid
2018,Level 3,Redundancy and severance
2018,Level 3,Purchases and other operating expenses
2018,Level 3,Non-operating expenses
2018,Level 3,Opening stocks
2018,Level 3,Closing stocks
2018,Level 3,Surplus before income tax
2018,Level 3,Total assets
2018,Level 3,Current assets
2018,Level 3,Fixed tangible assets
2018,Level 3,Other assets
2018,Level 3,Total equity and liabilities
2018,Level 3,Shareholders funds or owners equity
2018,Level 3,Current liabilities
2018,Level 3,Other liabilities
2018,Level 3,Total income per employee count
2018,Level 3,Surplus per employee count
2018,Level 3,Current ratio
2018,Level 3,Quick ratio
2018,Level 3,Return on equity
2018,Level 3,Return on total assets
2018,Level 3,Liabilities structure
2018,Level 1,Total income
2018,Level 1,Sales of goods and services
2018,Level 1,"Interest, dividends and donations"
2018,Level 1,"Government funding, grants and subsidies"
2018,Level 1,Non-operating income
2018,Level 1,Total expenditure
2018,Level 1,Interest and donations
2018,Level 1,Indirect taxes
2018,Level 1,Depreciation
2018,Level 1,Salaries and wages paid
2018,Level 1,Redundancy and severance
2018,Level 1,Purchases and other operating expenses
2018,Level 1,Non-operating expenses
2018,Level 1,Opening stocks
2018,Level 1,Closing stocks
2018,Level 1,Surplus before income tax
2018,Level 1,Total assets
2018,Level 1,Current assets
2018,Level 1,Fixed tangible assets
2018,Level 1,Additions to fixed assets
2018,Level 1,Disposals of fixed assets
2018,Level 1,Other assets
2018,Level 1,Total equity and liabilities
2018,Level 1,Shareholders funds or owners equity
2018,Level 1,Current liabilities
2018,Level 1,Other liabilities
2018,Level 1,Total income per employee count
2018,Level 1,Surplus per employee count
2018,Level 1,Current ratio
2018,Level 1,Quick ratio
2018,Level 1,Return on equity
2018,Level 1,Return on total assets
2018,Level 1,Liabilities structure
2018,Level 1,Total income
2018,Level 1,Sales of goods not further processed
2018,Level 1,Sales of other goods and services
2018,Level 1,"Interest, dividends and donations"
2018,Level 1,"Government funding, grants and subsidies"
2018,Level 1,Non-operating income
2018,Level 1,Total expenditure
2018,Level 1,Interest and donations
2018,Level 1,Indirect taxes
2018,Level 1,Depreciation
2018,Level 1,Salaries and wages paid
2018,Level 1,Redundancy and severance
2018,Level 1,Purchases of goods bought for resale
2018,Level 1,Other Purchases and operating expenses
2018,Level 1,Non-operating expenses
2018,Level 1,Opening stocks
2018,Level 1,Closing stocks
2018,Level 1,Surplus before income tax
2018,Level 1,Total assets
2018,Level 1,Current assets
2018,Level 1,Fixed tangible assets
2018,Level 1,Additions to fixed assets
2018,Level 1,Disposals of fixed assets
2018,Level 1,Other assets
2018,Level 1,Total equity and liabilities
2018,Level 1,Shareholders funds or owners equity
2018,Level 1,Current liabilities
2018,Level 1,Other liabilities
2018,Level 1,Total income per employee count
2018,Level 1,Surplus per employee count
2018,Level 1,Current ratio
2018,Level 1,Quick ratio
2018,Level 1,Margin on sales of goods for resale
2018,Level 1,Return on equity
2018,Level 1,Return on total assets
2018,Level 1,Liabilities structure
2018,Level 3,Total income
2018,Level 3,Sales of goods not further processed
2018,Level 3,Sales of other goods and services
2018,Level 3,"Interest, dividends and donations"
2018,Level 3,"Government funding, grants and subsidies"
2018,Level 3,Non-operating income
2018,Level 3,Total expenditure
2018,Level 3,Interest and donations
2018,Level 3,Indirect taxes
2018,Level 3,Depreciation
2018,Level 3,Salaries and wages paid
2018,Level 3,Redundancy and severance
2018,Level 3,Purchases of goods bought for resale
2018,Level 3,Other Purchases and operating expenses
2018,Level 3,Non-operating expenses
2018,Level 3,Opening stocks
2018,Level 3,Closing stocks
2018,Level 3,Surplus before income tax
2018,Level 3,Total assets
2018,Level 3,Current assets
2018,Level 3,Fixed tangible assets
2018,Level 3,Additions to fixed assets
2018,Level 3,Disposals of fixed assets
2018,Level 3,Other assets
2018,Level 3,Total equity and liabilities
2018,Level 3,Shareholders funds or owners equity
2018,Level 3,Current liabilities
2018,Level 3,Other liabilities
2018,Level 3,Total income per employee count
2018,Level 3,Surplus per employee count
2018,Level 3,Current ratio
2018,Level 3,Quick ratio
2018,Level 3,Margin on sales of goods for resale
2018,Level 3,Return on equity
2018,Level 3,Return on total assets
2018,Level 3,Liabilities structure
2018,Level 4,Total income
2018,Level 4,Sales of goods not further processed
2018,Level 4,Sales of other goods and services
2018,Level 4,"Interest, dividends and donations"
2018,Level 4,"Government funding, grants and subsidies"
2018,Level 4,Non-operating income
2018,Level 4,Total expenditure
2018,Level 4,Interest and donations
2018,Level 4,Indirect taxes
2018,Level 4,Depreciation
2018,Level 4,Salaries and wages paid
2018,Level 4,Redundancy and severance
2018,Level 4,Purchases of goods bought for resale
2018,Level 4,Other Purchases and operating expenses
2018,Level 4,Non-operating expenses
2018,Level 4,Opening stocks
2018,Level 4,Closing stocks
2018,Level 4,Surplus before income tax
2018,Level 4,Total assets
2018,Level 4,Current assets
2018,Level 4,Fixed tangible assets
2018,Level 4,Additions to fixed assets
2018,Level 4,Disposals of fixed assets
2018,Level 4,Other assets
2018,Level 4,Total equity and liabilities
2018,Level 4,Shareholders funds or owners equity
2018,Level 4,Current liabilities
2018,Level 4,Other liabilities
2018,Level 4,Total income per employee count
2018,Level 4,Surplus per employee count
2018,Level 4,Current ratio
2018,Level 4,Quick ratio
2018,Level 4,Margin on sales of goods for resale
2018,Level 4,Return on equity
2018,Level 4,Return on total assets
2018,Level 4,Liabilities structure
2018,Level 3,Total income
2018,Level 3,Sales of goods not further processed
2018,Level 3,Sales of other goods and services
2018,Level 3,"Interest, dividends and donations"
2018,Level 3,"Government funding, grants and subsidies"
2018,Level 3,Non-operating income
2018,Level 3,Total expenditure
2018,Level 3,Interest and donations
2018,Level 3,Indirect taxes
2018,Level 3,Depreciation
2018,Level 3,Salaries and wages paid
2018,Level 3,Redundancy and severance
2018,Level 3,Purchases of goods bought for resale
2018,Level 3,Other Purchases and operating expenses
2018,Level 3,Non-operating expenses
2018,Level 3,Opening stocks
2018,Level 3,Closing stocks
2018,Level 3,Surplus before income tax
2018,Level 3,Total assets
2018,Level 3,Current assets
2018,Level 3,Fixed tangible assets
2018,Level 3,Additions to fixed assets
2018,Level 3,Disposals of fixed assets
2018,Level 3,Other assets
2018,Level 3,Total equity and liabilities
2018,Level 3,Shareholders funds or owners equity
2018,Level 3,Current liabilities
2018,Level 3,Other liabilities
2018,Level 3,Total income per employee count
2018,Level 3,Surplus per employee count
2018,Level 3,Current ratio
2018,Level 3,Quick ratio
2018,Level 3,Margin on sales of goods for resale
2018,Level 3,Return on equity
2018,Level 3,Return on total assets
2018,Level 3,Liabilities structure
2018,Level 4,Total income
2018,Level 4,Sales of goods not further processed
2018,Level 4,Sales of other goods and services
2018,Level 4,"Interest, dividends and donations"
2018,Level 4,"Government funding, grants and subsidies"
2018,Level 4,Non-operating income
2018,Level 4,Total expenditure
2018,Level 4,Interest and donations
2018,Level 4,Indirect taxes
2018,Level 4,Depreciation
2018,Level 4,Salaries and wages paid
2018,Level 4,Redundancy and severance
2018,Level 4,Purchases of goods bought for resale
2018,Level 4,Other Purchases and operating expenses
2018,Level 4,Non-operating expenses
2018,Level 4,Opening stocks
2018,Level 4,Closing stocks
2018,Level 4,Surplus before income tax
2018,Level 4,Total assets
2018,Level 4,Current assets
2018,Level 4,Fixed tangible assets
2018,Level 4,Additions to fixed assets
2018,Level 4,Disposals of fixed assets
2018,Level 4,Other assets
2018,Level 4,Total equity and liabilities
2018,Level 4,Shareholders funds or owners equity
2018,Level 4,Current liabilities
2018,Level 4,Other liabilities
2018,Level 4,Total income per employee count
2018,Level 4,Surplus per employee count
2018,Level 4,Current ratio
2018,Level 4,Quick ratio
2018,Level 4,Margin on sales of goods for resale
2018,Level 4,Return on equity
2018,Level 4,Return on total assets
2018,Level 4,Liabilities structure
2018,Level 4,Total income
2018,Level 4,Sales of goods not further processed
2018,Level 4,Sales of other goods and services
2018,Level 4,"Interest, dividends and donations"
2018,Level 4,"Government funding, grants and subsidies"
2018,Level 4,Non-operating income
2018,Level 4,Total expenditure
2018,Level 4,Interest and donations
2018,Level 4,Indirect taxes
2018,Level 4,Depreciation
2018,Level 4,Salaries and wages paid
2018,Level 4,Redundancy and severance
2018,Level 4,Purchases of goods bought for resale
2018,Level 4,Other Purchases and operating expenses
2018,Level 4,Non-operating expenses
2018,Level 4,Opening stocks
2018,Level 4,Closing stocks
2018,Level 4,Surplus before income tax
2018,Level 4,Total assets
2018,Level 4,Current assets
2018,Level 4,Fixed tangible assets
2018,Level 4,Additions to fixed assets
2018,Level 4,Disposals of fixed assets
2018,Level 4,Other assets
2018,Level 4,Total equity and liabilities
2018,Level 4,Shareholders funds or owners equity
2018,Level 4,Current liabilities
2018,Level 4,Other liabilities
2018,Level 4,Total income per employee count
2018,Level 4,Surplus per employee count
2018,Level 4,Current ratio
2018,Level 4,Quick ratio
2018,Level 4,Margin on sales of goods for resale
2018,Level 4,Return on equity
2018,Level 4,Return on total assets
2018,Level 4,Liabilities structure
2018,Level 3,Total income
2018,Level 3,Sales of goods not further processed
2018,Level 3,Sales of other goods and services
2018,Level 3,"Interest, dividends and donations"
2018,Level 3,"Government funding, grants and subsidies"
2018,Level 3,Non-operating income
2018,Level 3,Total expenditure
2018,Level 3,Interest and donations
2018,Level 3,Indirect taxes
2018,Level 3,Depreciation
2018,Level 3,Salaries and wages paid
2018,Level 3,Redundancy and severance
2018,Level 3,Purchases of goods bought for resale
2018,Level 3,Other Purchases and operating expenses
2018,Level 3,Non-operating expenses
2018,Level 3,Opening stocks
2018,Level 3,Closing stocks
2018,Level 3,Surplus before income tax
2018,Level 3,Total assets
2018,Level 3,Current assets
2018,Level 3,Fixed tangible assets
2018,Level 3,Additions to fixed assets
2018,Level 3,Disposals of fixed assets
2018,Level 3,Other assets
2018,Level 3,Total equity and liabilities
2018,Level 3,Shareholders funds or owners equity
2018,Level 3,Current liabilities
2018,Level 3,Other liabilities
2018,Level 3,Total income per employee count
2018,Level 3,Surplus per employee count
2018,Level 3,Current ratio
2018,Level 3,Quick ratio
2018,Level 3,Margin on sales of goods for resale
2018,Level 3,Return on equity
2018,Level 3,Return on total assets
2018,Level 3,Liabilities structure
2018,Level 4,Total income
2018,Level 4,Sales of goods not further processed
2018,Level 4,Sales of other goods and services
2018,Level 4,"Interest, dividends and donations"
2018,Level 4,"Government funding, grants and subsidies"
2018,Level 4,Non-operating income
2018,Level 4,Total expenditure
2018,Level 4,Interest and donations
2018,Level 4,Indirect taxes
2018,Level 4,Depreciation
2018,Level 4,Salaries and wages paid
2018,Level 4,Redundancy and severance
2018,Level 4,Purchases of goods bought for resale
2018,Level 4,Other Purchases and operating expenses
2018,Level 4,Non-operating expenses
2018,Level 4,Opening stocks
2018,Level 4,Closing stocks
2018,Level 4,Surplus before income tax
2018,Level 4,Total assets
2018,Level 4,Current assets
2018,Level 4,Fixed tangible assets
2018,Level 4,Additions to fixed assets
2018,Level 4,Disposals of fixed assets
2018,Level 4,Other assets
2018,Level 4,Total equity and liabilities
2018,Level 4,Shareholders funds or owners equity
2018,Level 4,Current liabilities
2018,Level 4,Other liabilities
2018,Level 4,Total income per employee count
2018,Level 4,Surplus per employee count
2018,Level 4,Current ratio
2018,Level 4,Quick ratio
2018,Level 4,Margin on sales of goods for resale
2018,Level 4,Return on equity
2018,Level 4,Return on total assets
2018,Level 4,Liabilities structure
2018,Level 3,Total income
2018,Level 3,Sales of goods not further processed
2018,Level 3,Sales of other goods and services
2018,Level 3,"Interest, dividends and donations"
2018,Level 3,"Government funding, grants and subsidies"
2018,Level 3,Non-operating income
2018,Level 3,Total expenditure
2018,Level 3,Interest and donations
2018,Level 3,Indirect taxes
2018,Level 3,Depreciation
2018,Level 3,Salaries and wages paid
2018,Level 3,Redundancy and severance
2018,Level 3,Purchases of goods bought for resale
2018,Level 3,Other Purchases and operating expenses
2018,Level 3,Non-operating expenses
2018,Level 3,Opening stocks
2018,Level 3,Closing stocks
2018,Level 3,Surplus before income tax
2018,Level 3,Total assets
2018,Level 3,Current assets
2018,Level 3,Fixed tangible assets
2018,Level 3,Additions to fixed assets
2018,Level 3,Disposals of fixed assets
2018,Level 3,Other assets
2018,Level 3,Total equity and liabilities
2018,Level 3,Shareholders funds or owners equity
2018,Level 3,Current liabilities
2018,Level 3,Other liabilities
2018,Level 3,Total income per employee count
2018,Level 3,Surplus per employee count
2018,Level 3,Current ratio
2018,Level 3,Quick ratio
2018,Level 3,Margin on sales of goods for resale
2018,Level 3,Return on equity
2018,Level 3,Return on total assets
2018,Level 3,Liabilities structure
2018,Level 4,Total income
2018,Level 4,Sales of goods not further processed
2018,Level 4,Sales of other goods and services
2018,Level 4,"Interest, dividends and donations"
2018,Level 4,"Government funding, grants and subsidies"
2018,Level 4,Non-operating income
2018,Level 4,Total expenditure
2018,Level 4,Interest and donations
2018,Level 4,Indirect taxes
2018,Level 4,Depreciation
2018,Level 4,Salaries and wages paid
2018,Level 4,Redundancy and severance
2018,Level 4,Purchases of goods bought for resale
2018,Level 4,Other Purchases and operating expenses
2018,Level 4,Non-operating expenses
2018,Level 4,Opening stocks
2018,Level 4,Closing stocks
2018,Level 4,Surplus before income tax
2018,Level 4,Total assets
2018,Level 4,Current assets
2018,Level 4,Fixed tangible assets
2018,Level 4,Additions to fixed assets
2018,Level 4,Disposals of fixed assets
2018,Level 4,Other assets
2018,Level 4,Total equity and liabilities
2018,Level 4,Shareholders funds or owners equity
2018,Level 4,Current liabilities
2018,Level 4,Other liabilities
2018,Level 4,Total income per employee count
2018,Level 4,Surplus per employee count
2018,Level 4,Current ratio
2018,Level 4,Quick ratio
2018,Level 4,Margin on sales of goods for resale
2018,Level 4,Return on equity
2018,Level 4,Return on total assets
2018,Level 4,Liabilities structure
2018,Level 3,Total income
2018,Level 3,Sales of goods not further processed
2018,Level 3,Sales of other goods and services
2018,Level 3,"Interest, dividends and donations"
2018,Level 3,"Government funding, grants and subsidies"
2018,Level 3,Non-operating income
2018,Level 3,Total expenditure
2018,Level 3,Interest and donations
2018,Level 3,Indirect taxes
2018,Level 3,Depreciation
2018,Level 3,Salaries and wages paid
2018,Level 3,Redundancy and severance
2018,Level 3,Purchases of goods bought for resale
2018,Level 3,Other Purchases and operating expenses
2018,Level 3,Non-operating expenses
2018,Level 3,Opening stocks
2018,Level 3,Closing stocks
2018,Level 3,Surplus before income tax
2018,Level 3,Total assets
2018,Level 3,Current assets
2018,Level 3,Fixed tangible assets
2018,Level 3,Additions to fixed assets
2018,Level 3,Disposals of fixed assets
2018,Level 3,Other assets
2018,Level 3,Total equity and liabilities
2018,Level 3,Shareholders funds or owners equity
2018,Level 3,Current liabilities
2018,Level 3,Other liabilities
2018,Level 3,Total income per employee count
2018,Level 3,Surplus per employee count
2018,Level 3,Current ratio
2018,Level 3,Quick ratio
2018,Level 3,Margin on sales of goods for resale
2018,Level 3,Return on equity
